WiFi_Network,breakfast,parking,gym,flex_check,shuttle_bus,air_pure,jacuzzi,VIP_shop,pool_temp,avg_rating
Strong,Full Buffet,Open Lot,None,Yes,Yes,No,No,Yes,84,8.21
Strong,Full Buffet,Open Lot,None,Yes,Yes,No,Yes,No,76,8.21
Strong,Full Buffet,Open Lot,None,Yes,Yes,No,Yes,No,80,7.32
Strong,Full Buffet,Open Lot,None,Yes,Yes,No,Yes,No,84,8.21
Strong,Full Buffet,Open Lot,None,Yes,Yes,No,Yes,Yes,76,9.93
Strong,Full Buffet,Open Lot,None,Yes,Yes,No,Yes,Yes,80,8.21
Strong,Full Buffet,Open Lot,None,Yes,Yes,No,Yes,Yes,84,9.94
Strong,Full Buffet,Open Lot,None,Yes,Yes,Yes,No,No,76,9.26
Strong,Full Buffet,Open Lot,None,Yes,Yes,Yes,No,No,80,6.85
Strong,Full Buffet,Open Lot,None,Yes,Yes,Yes,No,No,84,8.91
Strong,Full Buffet,Open Lot,None,Yes,Yes,Yes,No,Yes,76,9.67
Strong,Full Buffet,Open Lot,None,Yes,Yes,Yes,No,Yes,80,8.21
Strong,Full Buffet,Open Lot,None,Yes,Yes,Yes,No,Yes,84,9.51
Strong,Full Buffet,Open Lot,None,Yes,Yes,Yes,Yes,No,76,7.85
Strong,Full Buffet,Open Lot,None,Yes,Yes,Yes,Yes,No,80,8.21
Strong,Full Buffet,Open Lot,None,Yes,Yes,Yes,Yes,No,84,8.83
Strong,Full Buffet,Open Lot,None,Yes,Yes,Yes,Yes,Yes,76,8.09
Strong,Full Buffet,Open Lot,None,Yes,Yes,Yes,Yes,Yes,80,8.21
Strong,Full Buffet,Open Lot,None,Yes,Yes,Yes,Yes,Yes,84,8.21
Strong,Full Buffet,Open Lot,Basic,No,No,No,No,No,76,8.5
Strong,Full Buffet,Open Lot,Basic,No,No,No,No,No,80,8.41
Strong,Full Buffet,Open Lot,Basic,No,No,No,No,No,84,6.32
Strong,Full Buffet,Open Lot,Basic,No,No,No,No,Yes,76,7.0
Strong,Full Buffet,Open Lot,Basic,No,No,No,No,Yes,80,8.47
Strong,Full Buffet,Open Lot,Basic,No,No,No,No,Yes,84,4.65
Strong,Full Buffet,Open Lot,Basic,No,No,No,Yes,No,76,6.79
Strong,Full Buffet,Open Lot,Basic,No,No,No,Yes,No,80,8.21
Strong,Full Buffet,Open Lot,Basic,No,No,No,Yes,No,84,7.18
Strong,Full Buffet,Open Lot,Basic,No,No,No,Yes,Yes,76,8.6
Strong,Full Buffet,Open Lot,Basic,No,No,No,Yes,Yes,80,8.21
Strong,Full Buffet,Open Lot,Basic,No,No,No,Yes,Yes,84,6.03
Strong,Full Buffet,Open Lot,Basic,No,No,Yes,No,No,76,7.91
Strong,Full Buffet,Open Lot,Basic,No,No,Yes,No,No,80,7.23
Strong,Full Buffet,Open Lot,Basic,No,No,Yes,No,No,84,7.05
Strong,Full Buffet,Open Lot,Basic,No,No,Yes,No,Yes,76,9.61
Strong,Full Buffet,Open Lot,Basic,No,No,Yes,No,Yes,80,6.86
Strong,Full Buffet,Open Lot,Basic,No,No,Yes,No,Yes,84,6.66
Strong,Full Buffet,Open Lot,Basic,No,No,Yes,Yes,No,76,6.7
Strong,Full Buffet,Open Lot,Basic,No,No,Yes,Yes,No,80,8.25
Strong,Full Buffet,Open Lot,Basic,No,No,Yes,Yes,No,84,7.94
Strong,Full Buffet,Open Lot,Basic,No,No,Yes,Yes,Yes,76,7.19
Strong,Full Buffet,Open Lot,Basic,No,No,Yes,Yes,Yes,80,9.16
Strong,Full Buffet,Open Lot,Basic,No,No,Yes,Yes,Yes,84,6.02
Strong,Full Buffet,Open Lot,Basic,No,Yes,No,No,No,76,9.89
Strong,Full Buffet,Open Lot,Basic,No,Yes,No,No,No,80,8.21
Strong,Full Buffet,Open Lot,Basic,No,Yes,No,No,No,84,6.68
Strong,Full Buffet,Open Lot,Basic,No,Yes,No,No,Yes,76,9.41
Strong,Full Buffet,Open Lot,Basic,No,Yes,No,No,Yes,80,6.42
Strong,Full Buffet,Open Lot,Basic,No,Yes,No,No,Yes,84,8.12
Strong,Full Buffet,Open Lot,Basic,No,Yes,No,Yes,No,76,8.79
Strong,Full Buffet,Open Lot,Basic,No,Yes,No,Yes,No,80,6.33
Strong,Full Buffet,Open Lot,Basic,No,Yes,No,Yes,No,84,8.21
Strong,Full Buffet,Open Lot,Basic,No,Yes,No,Yes,Yes,76,9.15
Strong,Full Buffet,Open Lot,Basic,No,Yes,No,Yes,Yes,80,8.88
Strong,Full Buffet,Open Lot,Basic,No,Yes,No,Yes,Yes,84,8.21
Strong,Full Buffet,Open Lot,Basic,No,Yes,Yes,No,No,76,6.1
Strong,Full Buffet,Open Lot,Basic,No,Yes,Yes,No,No,80,4.66
Strong,Full Buffet,Open Lot,Basic,No,Yes,Yes,No,No,84,9.55
Strong,Full Buffet,Open Lot,Basic,No,Yes,Yes,No,Yes,76,9.56
Strong,Full Buffet,Open Lot,Basic,No,Yes,Yes,No,Yes,80,7.49
Strong,Full Buffet,Open Lot,Basic,No,Yes,Yes,No,Yes,84,9.94
Strong,Full Buffet,Open Lot,Basic,No,Yes,Yes,Yes,No,76,6.21
Strong,Full Buffet,Open Lot,Basic,No,Yes,Yes,Yes,No,80,9.03
Strong,Full Buffet,Open Lot,Basic,No,Yes,Yes,Yes,No,84,8.21
Strong,Full Buffet,Open Lot,Basic,No,Yes,Yes,Yes,Yes,76,8.21
Strong,Full Buffet,Open Lot,Basic,No,Yes,Yes,Yes,Yes,80,6.14
Strong,Full Buffet,Open Lot,Basic,No,Yes,Yes,Yes,Yes,84,9.52
Strong,Full Buffet,Open Lot,Basic,Yes,No,No,No,No,76,7.29
Strong,Full Buffet,Open Lot,Basic,Yes,No,No,No,No,80,9.32
Strong,Full Buffet,Open Lot,Basic,Yes,No,No,No,No,84,6.49
Strong,Full Buffet,Open Lot,Basic,Yes,No,No,No,Yes,76,7.87
Strong,Full Buffet,Open Lot,Basic,Yes,No,No,No,Yes,80,8.21
Strong,Full Buffet,Open Lot,Basic,Yes,No,No,No,Yes,84,8.21
Strong,Full Buffet,Open Lot,Basic,Yes,No,No,Yes,No,76,9.94
Strong,Full Buffet,Open Lot,Basic,Yes,No,No,Yes,No,80,8.47
Strong,Full Buffet,Open Lot,Basic,Yes,No,No,Yes,No,84,8.21
Strong,Full Buffet,Open Lot,Basic,Yes,No,No,Yes,Yes,76,7.57
Strong,Full Buffet,Open Lot,Basic,Yes,No,No,Yes,Yes,80,9.11
Strong,Full Buffet,Open Lot,Basic,Yes,No,No,Yes,Yes,84,8.21
Strong,Full Buffet,Open Lot,Basic,Yes,No,Yes,No,No,76,8.21
Strong,Full Buffet,Open Lot,Basic,Yes,No,Yes,No,No,80,4.08
Strong,Full Buffet,Open Lot,Basic,Yes,No,Yes,No,No,84,7.75
Strong,Full Buffet,Open Lot,Basic,Yes,No,Yes,No,Yes,76,7.84
Strong,Full Buffet,Open Lot,Basic,Yes,No,Yes,No,Yes,80,8.99
Strong,Full Buffet,Open Lot,Basic,Yes,No,Yes,No,Yes,84,8.78
Strong,Full Buffet,Open Lot,Basic,Yes,No,Yes,Yes,No,76,8.59
Strong,Full Buffet,Open Lot,Basic,Yes,No,Yes,Yes,No,80,8.21
Strong,Full Buffet,Open Lot,Basic,Yes,No,Yes,Yes,No,84,8.21
Strong,Full Buffet,Open Lot,Basic,Yes,No,Yes,Yes,Yes,76,5.98
Strong,Full Buffet,Open Lot,Basic,Yes,No,Yes,Yes,Yes,80,8.21
Strong,Full Buffet,Open Lot,Basic,Yes,No,Yes,Yes,Yes,84,9.8
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,No,No,No,76,6.15
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,No,No,No,80,8.21
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,No,No,No,84,9.03
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,No,No,Yes,76,8.21
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,No,No,Yes,80,6.96
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,No,No,Yes,84,8.2
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,No,Yes,No,76,8.21
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,No,Yes,No,80,3.82
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,No,Yes,No,84,8.21
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,No,Yes,Yes,76,8.21
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,No,Yes,Yes,80,8.21
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,No,Yes,Yes,84,8.98
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,No,No,76,8.47
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,No,No,80,8.21
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,No,No,84,9.39
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,No,Yes,76,8.21
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,No,Yes,80,8.21
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,No,Yes,84,8.21
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,Yes,No,76,8.21
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,Yes,No,80,9.96
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,Yes,No,84,9.96
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,Yes,Yes,76,8.05
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,Yes,Yes,80,7.31
Strong,Full Buffet,Open Lot,Basic,Yes,Yes,Yes,Yes,Yes,84,8.21
Strong,Full Buffet,Open Lot,Advanced,No,No,No,No,No,76,7.04
Strong,Full Buffet,Open Lot,Advanced,No,No,No,No,No,80,6.86
Strong,Full Buffet,Open Lot,Advanced,No,No,No,No,No,84,8.21
Strong,Full Buffet,Open Lot,Advanced,No,No,No,No,Yes,76,6.18
Strong,Full Buffet,Open Lot,Advanced,No,No,No,No,Yes,80,8.13
Strong,Full Buffet,Open Lot,Advanced,No,No,No,No,Yes,84,6.65
Strong,Full Buffet,Open Lot,Advanced,No,No,No,Yes,No,76,6.51
Strong,Full Buffet,Open Lot,Advanced,No,No,No,Yes,No,80,8.21
Strong,Full Buffet,Open Lot,Advanced,No,No,No,Yes,No,84,7.01
Strong,Full Buffet,Open Lot,Advanced,No,No,No,Yes,Yes,76,8.21
Strong,Full Buffet,Open Lot,Advanced,No,No,No,Yes,Yes,80,8.21
Strong,Full Buffet,Open Lot,Advanced,No,No,No,Yes,Yes,84,8.57
Strong,Full Buffet,Open Lot,Advanced,No,No,Yes,No,No,76,9.43
Strong,Full Buffet,Open Lot,Advanced,No,No,Yes,No,No,80,7.9
Strong,Full Buffet,Open Lot,Advanced,No,No,Yes,No,No,84,5.44
Strong,Full Buffet,Open Lot,Advanced,No,No,Yes,No,Yes,76,9.39
Strong,Full Buffet,Open Lot,Advanced,No,No,Yes,No,Yes,80,6.53
Strong,Full Buffet,Open Lot,Advanced,No,No,Yes,No,Yes,84,9.24
Strong,Full Buffet,Open Lot,Advanced,No,No,Yes,Yes,No,76,8.21
Strong,Full Buffet,Open Lot,Advanced,No,No,Yes,Yes,No,80,7.19
Strong,Full Buffet,Open Lot,Advanced,No,No,Yes,Yes,No,84,8.21
Strong,Full Buffet,Open Lot,Advanced,No,No,Yes,Yes,Yes,76,8.21
Strong,Full Buffet,Open Lot,Advanced,No,No,Yes,Yes,Yes,80,6.7
Strong,Full Buffet,Open Lot,Advanced,No,No,Yes,Yes,Yes,84,8.5
Strong,Full Buffet,Open Lot,Advanced,No,Yes,No,No,No,76,8.21
Strong,Full Buffet,Open Lot,Advanced,No,Yes,No,No,No,80,8.12
Strong,Full Buffet,Open Lot,Advanced,No,Yes,No,No,No,84,6.38
Strong,Full Buffet,Open Lot,Advanced,No,Yes,No,No,Yes,76,7.83
Strong,Full Buffet,Open Lot,Advanced,No,Yes,No,No,Yes,80,8.48
Strong,Full Buffet,Open Lot,Advanced,No,Yes,No,No,Yes,84,8.48
Strong,Full Buffet,Open Lot,Advanced,No,Yes,No,Yes,No,76,5.41
Strong,Full Buffet,Open Lot,Advanced,No,Yes,No,Yes,No,80,9.65
Strong,Full Buffet,Open Lot,Advanced,No,Yes,No,Yes,No,84,6.92
Strong,Full Buffet,Open Lot,Advanced,No,Yes,No,Yes,Yes,76,9.31
Strong,Full Buffet,Open Lot,Advanced,No,Yes,No,Yes,Yes,80,4.27
Strong,Full Buffet,Open Lot,Advanced,No,Yes,No,Yes,Yes,84,8.21
Strong,Full Buffet,Open Lot,Advanced,No,Yes,Yes,No,No,76,8.21
Strong,Full Buffet,Open Lot,Advanced,No,Yes,Yes,No,No,80,7.53
Strong,Full Buffet,Open Lot,Advanced,No,Yes,Yes,No,No,84,9.08
Strong,Full Buffet,Open Lot,Advanced,No,Yes,Yes,No,Yes,76,7.92
Strong,Full Buffet,Open Lot,Advanced,No,Yes,Yes,No,Yes,80,9.51
Strong,Full Buffet,Open Lot,Advanced,No,Yes,Yes,No,Yes,84,8.21
Strong,Full Buffet,Open Lot,Advanced,No,Yes,Yes,Yes,No,76,8.21
Strong,Full Buffet,Open Lot,Advanced,No,Yes,Yes,Yes,No,80,4.76
Strong,Full Buffet,Open Lot,Advanced,No,Yes,Yes,Yes,No,84,7.25
Strong,Full Buffet,Open Lot,Advanced,No,Yes,Yes,Yes,Yes,76,8.21
Strong,Full Buffet,Open Lot,Advanced,No,Yes,Yes,Yes,Yes,80,8.21
Strong,Full Buffet,Open Lot,Advanced,No,Yes,Yes,Yes,Yes,84,9.23
Strong,Full Buffet,Open Lot,Advanced,Yes,No,No,No,No,76,6.6
Strong,Full Buffet,Open Lot,Advanced,Yes,No,No,No,No,80,5.86
Strong,Full Buffet,Open Lot,Advanced,Yes,No,No,No,No,84,8.21
Strong,Full Buffet,Open Lot,Advanced,Yes,No,No,No,Yes,76,7.53
Strong,Full Buffet,Open Lot,Advanced,Yes,No,No,No,Yes,80,8.21
Strong,Full Buffet,Open Lot,Advanced,Yes,No,No,No,Yes,84,8.21
Strong,Full Buffet,Open Lot,Advanced,Yes,No,No,Yes,No,76,6.33
Strong,Full Buffet,Open Lot,Advanced,Yes,No,No,Yes,No,80,8.47
Strong,Full Buffet,Open Lot,Advanced,Yes,No,No,Yes,No,84,6.56
Strong,Full Buffet,Open Lot,Advanced,Yes,No,No,Yes,Yes,76,8.21
Strong,Full Buffet,Open Lot,Advanced,Yes,No,No,Yes,Yes,80,9.58
Strong,Full Buffet,Open Lot,Advanced,Yes,No,No,Yes,Yes,84,8.82
Strong,Full Buffet,Open Lot,Advanced,Yes,No,Yes,No,No,76,9.96
Strong,Full Buffet,Open Lot,Advanced,Yes,No,Yes,No,No,80,2.95
Strong,Full Buffet,Open Lot,Advanced,Yes,No,Yes,No,No,84,8.0
Strong,Full Buffet,Open Lot,Advanced,Yes,No,Yes,No,Yes,76,8.49
Strong,Full Buffet,Open Lot,Advanced,Yes,No,Yes,No,Yes,80,8.29
Strong,Full Buffet,Open Lot,Advanced,Yes,No,Yes,No,Yes,84,6.22
Strong,Full Buffet,Open Lot,Advanced,Yes,No,Yes,Yes,No,76,8.44
Strong,Full Buffet,Open Lot,Advanced,Yes,No,Yes,Yes,No,80,8.1
Strong,Full Buffet,Open Lot,Advanced,Yes,No,Yes,Yes,No,84,8.21
Strong,Full Buffet,Open Lot,Advanced,Yes,No,Yes,Yes,Yes,76,8.21
Strong,Full Buffet,Open Lot,Advanced,Yes,No,Yes,Yes,Yes,80,8.21
Strong,Full Buffet,Open Lot,Advanced,Yes,No,Yes,Yes,Yes,84,8.21
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,No,No,No,76,5.7
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,No,No,No,80,8.21
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,No,No,No,84,8.92
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,No,No,Yes,76,8.48
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,No,No,Yes,80,9.3
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,No,No,Yes,84,8.21
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,No,Yes,No,76,6.02
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,No,Yes,No,80,8.21
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,No,Yes,No,84,8.21
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,No,Yes,Yes,76,9.57
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,No,Yes,Yes,80,8.21
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,No,Yes,Yes,84,8.21
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,No,No,76,8.21
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,No,No,80,8.21
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,No,No,84,8.84
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,No,Yes,76,8.21
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,No,Yes,80,7.94
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,No,Yes,84,9.49
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,Yes,No,76,6.68
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,Yes,No,80,6.8
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,Yes,No,84,8.21
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,Yes,Yes,76,8.21
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,Yes,Yes,80,8.16
Strong,Full Buffet,Open Lot,Advanced,Yes,Yes,Yes,Yes,Yes,84,8.21
Strong,Full Buffet,Open Lot,Super,No,No,No,No,No,76,7.57
Strong,Full Buffet,Open Lot,Super,No,No,No,No,No,80,7.57
Strong,Full Buffet,Open Lot,Super,No,No,No,No,No,84,9.5
Strong,Full Buffet,Open Lot,Super,No,No,No,No,Yes,76,8.91
Strong,Full Buffet,Open Lot,Super,No,No,No,No,Yes,80,8.21
Strong,Full Buffet,Open Lot,Super,No,No,No,No,Yes,84,7.35
Strong,Full Buffet,Open Lot,Super,No,No,No,Yes,No,76,7.42
Strong,Full Buffet,Open Lot,Super,No,No,No,Yes,No,80,8.88
Strong,Full Buffet,Open Lot,Super,No,No,No,Yes,No,84,5.12
Strong,Full Buffet,Open Lot,Super,No,No,No,Yes,Yes,76,5.32
Strong,Full Buffet,Open Lot,Super,No,No,No,Yes,Yes,80,8.21
Strong,Full Buffet,Open Lot,Super,No,No,No,Yes,Yes,84,7.95
Strong,Full Buffet,Open Lot,Super,No,No,Yes,No,No,76,9.67
Strong,Full Buffet,Open Lot,Super,No,No,Yes,No,No,80,9.1
Strong,Full Buffet,Open Lot,Super,No,No,Yes,No,No,84,6.61
Strong,Full Buffet,Open Lot,Super,No,No,Yes,No,Yes,76,9.14
Strong,Full Buffet,Open Lot,Super,No,No,Yes,No,Yes,80,8.21
Strong,Full Buffet,Open Lot,Super,No,No,Yes,No,Yes,84,8.21
Strong,Full Buffet,Open Lot,Super,No,No,Yes,Yes,No,76,9.61
Strong,Full Buffet,Open Lot,Super,No,No,Yes,Yes,No,80,9.81
Strong,Full Buffet,Open Lot,Super,No,No,Yes,Yes,No,84,9.63
Strong,Full Buffet,Open Lot,Super,No,No,Yes,Yes,Yes,76,9.81
Strong,Full Buffet,Open Lot,Super,No,No,Yes,Yes,Yes,80,6.44
Strong,Full Buffet,Open Lot,Super,No,No,Yes,Yes,Yes,84,8.21
Strong,Full Buffet,Open Lot,Super,No,Yes,No,No,No,76,8.21
Strong,Full Buffet,Open Lot,Super,No,Yes,No,No,No,80,7.42
Strong,Full Buffet,Open Lot,Super,No,Yes,No,No,No,84,9.23
Strong,Full Buffet,Open Lot,Super,No,Yes,No,No,Yes,76,8.21
Strong,Full Buffet,Open Lot,Super,No,Yes,No,No,Yes,80,8.7
Strong,Full Buffet,Open Lot,Super,No,Yes,No,No,Yes,84,5.61
Strong,Full Buffet,Open Lot,Super,No,Yes,No,Yes,No,76,7.2
Strong,Full Buffet,Open Lot,Super,No,Yes,No,Yes,No,80,8.83
Strong,Full Buffet,Open Lot,Super,No,Yes,No,Yes,No,84,8.69
Strong,Full Buffet,Open Lot,Super,No,Yes,No,Yes,Yes,76,7.83
Strong,Full Buffet,Open Lot,Super,No,Yes,No,Yes,Yes,80,8.21
Strong,Full Buffet,Open Lot,Super,No,Yes,No,Yes,Yes,84,6.92
Strong,Full Buffet,Open Lot,Super,No,Yes,Yes,No,No,76,9.72
Strong,Full Buffet,Open Lot,Super,No,Yes,Yes,No,No,80,8.28
Strong,Full Buffet,Open Lot,Super,No,Yes,Yes,No,No,84,7.33
Strong,Full Buffet,Open Lot,Super,No,Yes,Yes,No,Yes,76,8.8
Strong,Full Buffet,Open Lot,Super,No,Yes,Yes,No,Yes,80,7.39
Strong,Full Buffet,Open Lot,Super,No,Yes,Yes,No,Yes,84,8.21
Strong,Full Buffet,Open Lot,Super,No,Yes,Yes,Yes,No,76,8.21
Strong,Full Buffet,Open Lot,Super,No,Yes,Yes,Yes,No,80,7.31
Strong,Full Buffet,Open Lot,Super,No,Yes,Yes,Yes,No,84,9.98
Strong,Full Buffet,Open Lot,Super,No,Yes,Yes,Yes,Yes,76,8.21
Strong,Full Buffet,Open Lot,Super,No,Yes,Yes,Yes,Yes,80,6.08
Strong,Full Buffet,Open Lot,Super,No,Yes,Yes,Yes,Yes,84,9.06
Strong,Full Buffet,Open Lot,Super,Yes,No,No,No,No,76,6.11
Strong,Full Buffet,Open Lot,Super,Yes,No,No,No,No,80,8.36
Strong,Full Buffet,Open Lot,Super,Yes,No,No,No,No,84,8.44
Strong,Full Buffet,Open Lot,Super,Yes,No,No,No,Yes,76,5.66
Strong,Full Buffet,Open Lot,Super,Yes,No,No,No,Yes,80,6.55
Strong,Full Buffet,Open Lot,Super,Yes,No,No,No,Yes,84,8.21
Strong,Full Buffet,Open Lot,Super,Yes,No,No,Yes,No,76,8.12
Strong,Full Buffet,Open Lot,Super,Yes,No,No,Yes,No,80,8.85
Strong,Full Buffet,Open Lot,Super,Yes,No,No,Yes,No,84,7.26
Strong,Full Buffet,Open Lot,Super,Yes,No,No,Yes,Yes,76,9.5
Strong,Full Buffet,Open Lot,Super,Yes,No,No,Yes,Yes,80,9.43
Strong,Full Buffet,Open Lot,Super,Yes,No,No,Yes,Yes,84,8.21
Strong,Full Buffet,Open Lot,Super,Yes,No,Yes,No,No,76,7.55
Strong,Full Buffet,Open Lot,Super,Yes,No,Yes,No,No,80,6.77
Strong,Full Buffet,Open Lot,Super,Yes,No,Yes,No,No,84,8.21
Strong,Full Buffet,Open Lot,Super,Yes,No,Yes,No,Yes,76,8.21
Strong,Full Buffet,Open Lot,Super,Yes,No,Yes,No,Yes,80,8.21
Strong,Full Buffet,Open Lot,Super,Yes,No,Yes,No,Yes,84,7.23
Strong,Full Buffet,Open Lot,Super,Yes,No,Yes,Yes,No,76,7.56
Strong,Full Buffet,Open Lot,Super,Yes,No,Yes,Yes,No,80,9.32
Strong,Full Buffet,Open Lot,Super,Yes,No,Yes,Yes,No,84,5.37
Strong,Full Buffet,Open Lot,Super,Yes,No,Yes,Yes,Yes,76,8.21
Strong,Full Buffet,Open Lot,Super,Yes,No,Yes,Yes,Yes,80,8.21
Strong,Full Buffet,Open Lot,Super,Yes,No,Yes,Yes,Yes,84,8.21
Strong,Full Buffet,Open Lot,Super,Yes,Yes,No,No,No,76,9.07
Strong,Full Buffet,Open Lot,Super,Yes,Yes,No,No,No,80,8.21
Strong,Full Buffet,Open Lot,Super,Yes,Yes,No,No,No,84,9.17
Strong,Full Buffet,Open Lot,Super,Yes,Yes,No,No,Yes,76,8.2
Strong,Full Buffet,Open Lot,Super,Yes,Yes,No,No,Yes,80,7.78
Strong,Full Buffet,Open Lot,Super,Yes,Yes,No,No,Yes,84,8.21
Strong,Full Buffet,Open Lot,Super,Yes,Yes,No,Yes,No,76,8.21
Strong,Full Buffet,Open Lot,Super,Yes,Yes,No,Yes,No,80,4.98
Strong,Full Buffet,Open Lot,Super,Yes,Yes,No,Yes,No,84,8.21
Strong,Full Buffet,Open Lot,Super,Yes,Yes,No,Yes,Yes,76,8.21
Strong,Full Buffet,Open Lot,Super,Yes,Yes,No,Yes,Yes,80,8.21
Strong,Full Buffet,Open Lot,Super,Yes,Yes,No,Yes,Yes,84,8.21
Strong,Full Buffet,Open Lot,Super,Yes,Yes,Yes,No,No,76,10.0
Strong,Full Buffet,Open Lot,Super,Yes,Yes,Yes,No,No,80,9.04
Strong,Full Buffet,Open Lot,Super,Yes,Yes,Yes,No,No,84,8.21
Strong,Full Buffet,Open Lot,Super,Yes,Yes,Yes,No,Yes,76,8.82
Strong,Full Buffet,Open Lot,Super,Yes,Yes,Yes,No,Yes,80,8.93
Strong,Full Buffet,Open Lot,Super,Yes,Yes,Yes,No,Yes,84,8.21
Strong,Full Buffet,Open Lot,Super,Yes,Yes,Yes,Yes,No,76,9.52
Strong,Full Buffet,Open Lot,Super,Yes,Yes,Yes,Yes,No,80,9.61
Strong,Full Buffet,Open Lot,Super,Yes,Yes,Yes,Yes,No,84,8.21
Strong,Full Buffet,Open Lot,Super,Yes,Yes,Yes,Yes,Yes,76,8.21
Strong,Full Buffet,Open Lot,Super,Yes,Yes,Yes,Yes,Yes,80,8.65
Strong,Full Buffet,Open Lot,Super,Yes,Yes,Yes,Yes,Yes,84,9.33
Best in Class,None,Valet,None,No,No,No,No,No,76,9.96
Best in Class,None,Valet,None,No,No,No,No,No,80,5.51
Best in Class,None,Valet,None,No,No,No,No,No,84,8.21
Best in Class,None,Valet,None,No,No,No,No,Yes,76,6.14
Best in Class,None,Valet,None,No,No,No,No,Yes,80,5.9
Best in Class,None,Valet,None,No,No,No,No,Yes,84,5.44
Best in Class,None,Valet,None,No,No,No,Yes,No,76,6.1
Best in Class,None,Valet,None,No,No,No,Yes,No,80,8.39
Best in Class,None,Valet,None,No,No,No,Yes,No,84,4.54
Best in Class,None,Valet,None,No,No,No,Yes,Yes,76,6.85
Best in Class,None,Valet,None,No,No,No,Yes,Yes,80,8.59
Best in Class,None,Valet,None,No,No,No,Yes,Yes,84,8.21
Best in Class,None,Valet,None,No,No,Yes,No,No,76,7.2
Best in Class,None,Valet,None,No,No,Yes,No,No,80,8.58
Best in Class,None,Valet,None,No,No,Yes,No,No,84,9.79
Best in Class,None,Valet,None,No,No,Yes,No,Yes,76,8.22
Best in Class,None,Valet,None,No,No,Yes,No,Yes,80,6.56
Best in Class,None,Valet,None,No,No,Yes,No,Yes,84,7.25
Best in Class,None,Valet,None,No,No,Yes,Yes,No,76,9.94
Best in Class,None,Valet,None,No,No,Yes,Yes,No,80,6.53
Best in Class,None,Valet,None,No,No,Yes,Yes,No,84,9.39
Best in Class,None,Valet,None,No,No,Yes,Yes,Yes,76,7.05
Best in Class,None,Valet,None,No,No,Yes,Yes,Yes,80,7.66
Best in Class,None,Valet,None,No,No,Yes,Yes,Yes,84,8.21
Best in Class,None,Valet,None,No,Yes,No,No,No,76,5.85
Best in Class,None,Valet,None,No,Yes,No,No,No,80,4.98
Best in Class,None,Valet,None,No,Yes,No,No,No,84,7.41
Best in Class,None,Valet,None,No,Yes,No,No,Yes,76,5.34
Best in Class,None,Valet,None,No,Yes,No,No,Yes,80,7.79
Best in Class,None,Valet,None,No,Yes,No,No,Yes,84,8.21
Best in Class,None,Valet,None,No,Yes,No,Yes,No,76,7.61
